boundary,lambda,agency_regeneration,agency_transformative_gain,gamma,k_p,f_target,mean_friction,mean_transformative_capacity,mean_human_agency,mean_ai_intervention,adaptive_window_fraction,final_friction,final_transformative_capacity,final_human_agency,final_ai_intervention,adaptive_score,agency_compression_score,R_eff,regime
homeostatic_trap_boundary,0.06225,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7976232416342424,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.619621374517522,0.9139528185022696,0.4468211121600509,0.20237675836575764,10.004798155807723,homeostatic_trap
homeostatic_trap_boundary,0.0625,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7968532343425008,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.6183069902401955,0.9139528185022696,0.4464361085141801,0.20314676565749923,10.044978068080043,homeostatic_trap
homeostatic_trap_boundary,0.06275,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7960842923337869,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.6169954620898196,0.9139528185022696,0.44605163750982313,0.20391570766621314,10.085157980352363,homeostatic_trap
homeostatic_trap_boundary,0.063,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7953164139130099,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.6156867838291764,0.9139528185022696,0.44566769829943464,0.2046835860869901,10.125337892624684,homeostatic_trap
homeostatic_trap_boundary,0.06325,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7945495973879861,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.6143809492346859,0.9139528185022696,0.44528429003692277,0.20545040261201386,10.165517804897004,homeostatic_trap
homeostatic_trap_boundary,0.0635,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.793783841069435,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.6130779520963758,0.9139528185022696,0.4449014118776472,0.206216158930565,10.205697717169324,homeostatic_trap
homeostatic_trap_boundary,0.06375,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7930191432709747,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.611777786217858,0.9139528185022696,0.44451906297841703,0.20698085672902533,10.245877629441644,homeostatic_trap
homeostatic_trap_boundary,0.064,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7922555023091138,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.6104804454162879,0.9139528185022696,0.4441372424974866,0.2077444976908862,10.286057541713964,homeostatic_trap
homeostatic_trap_boundary,0.06425,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7914929165032447,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.6091859235223368,0.9139528185022696,0.44375594959455206,0.20850708349675529,10.326237453986284,homeostatic_trap
homeostatic_trap_boundary,0.0645,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7907313841756484,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.6078942143801792,0.9139528185022696,0.4433751834307539,0.20926861582435163,10.366417366258604,homeostatic_trap
homeostatic_trap_boundary,0.06475,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7899709036514744,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.6066053118474345,0.9139528185022696,0.4429949431686669,0.21002909634852562,10.406597278530924,homeostatic_trap
homeostatic_trap_boundary,0.065,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7892114732587476,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.6053192097951633,0.9139528185022696,0.4426152279723035,0.21078852674125237,10.446777190803244,homeostatic_trap
agency_compression_boundary,0.09,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7182957388473219,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.48985520616219885,0.9139528185022696,0.40715736076659065,0.2817042611526781,14.464768418035263,homeostatic_trap
agency_compression_boundary,0.09025,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.717634057051874,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4888225074437257,0.9139528185022696,0.4068265198688667,0.282365942948126,14.504948330307581,homeostatic_trap
agency_compression_boundary,0.0905,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7169732693812031,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4877920500761808,0.9139528185022696,0.40649612603353125,0.2830267306187969,14.545128242579903,homeostatic_trap
